w1,w2,count,support
N07,N13,19,0.015510204081632653
N07,N39,19,0.015510204081632653
N08,N30,19,0.015510204081632653
N10,N13,19,0.015510204081632653
N10,N20,19,0.015510204081632653
N10,N27,19,0.015510204081632653
N10,N29,19,0.015510204081632653
N11,N12,19,0.015510204081632653
N11,N24,19,0.015510204081632653
N11,N27,19,0.015510204081632653
N11,N32,19,0.015510204081632653
N11,N35,19,0.015510204081632653
N11,N36,19,0.015510204081632653
N12,N18,19,0.015510204081632653
N13,N24,19,0.015510204081632653
N13,N26,19,0.015510204081632653
N14,N23,19,0.015510204081632653
N15,N20,19,0.015510204081632653
N15,N26,19,0.015510204081632653
N15,N40,19,0.015510204081632653
N15,N42,19,0.015510204081632653
N16,N33,19,0.015510204081632653
N16,N37,19,0.015510204081632653
N17,N21,19,0.015510204081632653
N17,N28,19,0.015510204081632653
N17,N33,19,0.015510204081632653
N17,N43,19,0.015510204081632653
N18,N24,19,0.015510204081632653
N18,N27,19,0.015510204081632653
N18,N37,19,0.015510204081632653
N18,N44,19,0.015510204081632653
N19,N24,19,0.015510204081632653
N19,N26,19,0.015510204081632653
N20,N30,19,0.015510204081632653
N21,N33,19,0.015510204081632653
N21,N39,19,0.015510204081632653
N21,N45,19,0.015510204081632653
N22,N31,19,0.015510204081632653
N22,N36,19,0.015510204081632653
N24,N32,19,0.015510204081632653
N24,N34,19,0.015510204081632653
N24,N37,19,0.015510204081632653
N25,N34,19,0.015510204081632653
N26,N29,19,0.015510204081632653
N26,N33,19,0.015510204081632653
N26,N37,19,0.015510204081632653
N27,N28,19,0.015510204081632653
N27,N44,19,0.015510204081632653
N28,N45,19,0.015510204081632653
N31,N33,19,0.015510204081632653
N32,N40,19,0.015510204081632653
N33,N41,19,0.015510204081632653
N33,N42,19,0.015510204081632653
N34,N40,19,0.015510204081632653
N34,N43,19,0.015510204081632653
N35,N36,19,0.015510204081632653
N35,N45,19,0.015510204081632653
N37,N41,19,0.015510204081632653
N40,N44,19,0.015510204081632653
N41,N44,19,0.015510204081632653
N42,N43,19,0.015510204081632653
N43,N45,19,0.015510204081632653
N01,N05,18,0.014693877551020407
N01,N11,18,0.014693877551020407
N01,N38,18,0.014693877551020407
N02,N12,18,0.014693877551020407
N02,N22,18,0.014693877551020407
N02,N37,18,0.014693877551020407
N02,N44,18,0.014693877551020407
N03,N16,18,0.014693877551020407
N03,N17,18,0.014693877551020407
N03,N30,18,0.014693877551020407
N03,N35,18,0.014693877551020407
N03,N44,18,0.014693877551020407
N04,N05,18,0.014693877551020407
N04,N09,18,0.014693877551020407
N04,N15,18,0.014693877551020407
N04,N19,18,0.014693877551020407
